date,Mean_CH4,ffm,tm,um
11/26/2021 0:00,1882.391299,3.2,7.8,54
11/27/2021 0:00,1882.097572,2.6,8.7,57.8
11/28/2021 0:00,1881.803845,2.6,9.6,49
11/29/2021 0:00,1881.510118,2.6,7.9,55.4
11/30/2021 0:00,1881.216392,2.2,10,44.8
12/1/2021 0:00,1880.922665,7,13.2,30
12/2/2021 0:00,1880.628938,2.8,11.4,71.2
12/3/2021 0:00,1880.335211,2.2,1.9,69.2
12/4/2021 0:00,1880.041484,2,3,63.6
12/5/2021 0:00,1879.747757,3.2,4.3,37.6
12/6/2021 0:00,1879.45403,1.8,4.8,87
12/7/2021 0:00,1879.160303,1.6,1.3,97.2
12/8/2021 0:00,1878.866577,2.8,6.8,64.2
12/9/2021 0:00,1878.57285,3,6.8,60.2
12/10/2021 0:00,1878.279123,1.2,6.1,58.8
12/11/2021 0:00,1877.985396,2,4.3,57
12/12/2021 0:00,1877.691669,2.4,3.3,56.2
12/13/2021 0:00,1877.549909,2,2.8,56.2
12/14/2021 0:00,1877.408148,1.8,2.7,57
12/15/2021 0:00,1877.266388,5.4,5.6,56.8
12/16/2021 0:00,1877.124627,3.4,6.2,52.8
12/17/2021 0:00,1876.982867,3.6,6.8,59.6
12/18/2021 0:00,1876.841106,2.8,4.5,88.8
12/19/2021 0:00,1876.699346,2.8,3.7,53
12/20/2021 0:00,1876.557585,3,4.5,63.6
12/21/2021 0:00,1876.415825,9.8,5.4,49.2
12/22/2021 0:00,1876.274064,6.6,3.8,57.6
12/23/2021 0:00,1876.132304,3.8,4.2,68.8
12/24/2021 0:00,1875.990543,3.8,2.3,66.4
12/25/2021 0:00,1875.848783,1.6,0,84.6
12/26/2021 0:00,1875.707022,1.4,-0.3,62.4
12/27/2021 0:00,1875.565262,1.4,0.6,63.2
12/28/2021 0:00,1875.423501,1.4,0.7,68.2
12/29/2021 0:00,1875.281741,1.2,-0.3,79.6
12/30/2021 0:00,1875.13998,1.4,-0.3,69.6
12/31/2021 0:00,1874.99822,1.6,-2.1,76.2
1/1/2022 0:00,1874.856459,3,-1.4,66.4
1/2/2022 0:00,1874.714699,3,3,57.4
1/3/2022 0:00,1874.572938,2.2,0.9,77.8
1/4/2022 0:00,1874.431178,2.8,-1,68
1/5/2022 0:00,1874.289417,3.4,1.5,64.8
1/6/2022 0:00,1874.147657,2.2,0.9,50.8
1/7/2022 0:00,1874.005896,3.4,3.1,49.8
1/8/2022 0:00,1873.864136,2.4,3.3,56
1/9/2022 0:00,1872.492429,1.8,3.3,60.2
1/10/2022 0:00,1871.120721,3.8,4.3,51.2
1/11/2022 0:00,1869.749013,4,7.3,65.2
1/12/2022 0:00,1868.377306,3.2,6.1,67.2
1/13/2022 0:00,1867.005599,3.2,5.1,67
1/14/2022 0:00,1865.633891,4,7.4,82.6
1/15/2022 0:00,1864.262184,6.6,3.5,61.8
1/16/2022 0:00,1862.890476,4.4,2.3,62.6
1/17/2022 0:00,1861.518768,1.2,-3.8,88
1/18/2022 0:00,1860.147061,2.6,-11,67.6
1/19/2022 0:00,1864.299374,3,-6.6,41.2
1/20/2022 0:00,1871.200348,4.4,-2.4,68.2
1/21/2022 0:00,1878.101322,1.4,-8,54
1/22/2022 0:00,1872.544367,1.8,-12.1,64.2
1/23/2022 0:00,1866.987413,1.6,-7.7,47.2
1/24/2022 0:00,1861.430458,3,-3.5,58.4
1/25/2022 0:00,1861.935712,3,-2,69.2
1/26/2022 0:00,1862.440965,3.6,-2.3,65
1/27/2022 0:00,1862.946219,5.2,1.4,57.2
1/28/2022 0:00,1863.451472,4,-1.1,62.4
1/29/2022 0:00,1863.956726,3.4,-0.9,58.8
1/30/2022 0:00,1864.461979,3.8,-3.5,63.2
1/31/2022 0:00,1864.967233,3.2,-1.6,60.2
2/1/2022 0:00,1865.472486,1.8,-0.3,66.4
2/2/2022 0:00,1865.97774,3.2,0.3,54.2
2/3/2022 0:00,1866.482993,3.2,2.3,50
2/4/2022 0:00,1866.988247,3,5.1,70
2/5/2022 0:00,1867.4935,3.6,2.2,76
2/6/2022 0:00,1867.998754,2.2,-1.9,65.4
2/7/2022 0:00,1868.504007,1.8,0,64
2/8/2022 0:00,1869.009261,3.6,0.3,59.4
2/9/2022 0:00,1869.514514,3.8,2.4,62.8
2/10/2022 0:00,1870.019768,2.4,3.9,59.8
2/11/2022 0:00,1870.525021,4,3.3,87.4
2/12/2022 0:00,1871.030275,2.4,1.1,81.4
2/13/2022 0:00,1871.535528,2.8,1.1,70.8
2/14/2022 0:00,1872.040782,2.8,0.9,64.4
2/15/2022 0:00,1872.546035,3.8,5.3,55.6
2/16/2022 0:00,1873.051289,2.2,0.4,81.4
2/17/2022 0:00,1873.556542,1,3.4,81
2/18/2022 0:00,1874.061796,4,3.9,67.4
2/19/2022 0:00,1874.567049,3,3.2,61.4
2/20/2022 0:00,1875.072303,4,3,93.6
2/21/2022 0:00,1875.577556,3,5,77.8
2/22/2022 0:00,1876.08281,2.4,6.1,62.8
2/23/2022 0:00,1876.588063,3.8,6.9,57.2
2/24/2022 0:00,1877.093317,2.4,7.6,51.4
2/25/2022 0:00,1877.59857,4.2,7.4,61.4
2/26/2022 0:00,1878.103824,4.6,8.4,56.2
2/27/2022 0:00,1878.609077,2.4,5.4,56.8
2/28/2022 0:00,1879.114331,2,6.2,51.6
3/1/2022 0:00,1879.619584,3.4,7.1,47
3/2/2022 0:00,1880.124838,1.6,7.1,65.8
3/3/2022 0:00,1880.630091,4.8,11.6,56.8
3/4/2022 0:00,1881.135345,10.8,7.4,38.4
3/5/2022 0:00,1881.640598,8.4,4.6,39.4
3/6/2022 0:00,1882.145852,3.4,2.9,46.2
3/7/2022 0:00,1882.651105,2.8,2,81.8
3/8/2022 0:00,1883.156359,5,6.2,60
3/9/2022 0:00,1883.661612,4.2,8,55.6
3/10/2022 0:00,1884.166866,4.8,10.5,61.4
3/11/2022 0:00,1884.672119,6.6,9.2,60.4
3/12/2022 0:00,1885.177373,6.4,7.4,38.4
3/13/2022 0:00,1885.682626,5,5.3,38.8
3/14/2022 0:00,1884.492571,2.8,5.1,42.6
3/15/2022 0:00,1883.302517,4.8,4.8,43.8
3/16/2022 0:00,1882.112462,3.2,0,80.8
3/17/2022 0:00,1880.922407,2.2,-1.7,49.8
3/18/2022 0:00,1879.732353,2,1,41.8
3/19/2022 0:00,1878.542298,4.2,4.8,42.6
3/20/2022 0:00,1877.352243,6.8,8.9,32.2
3/21/2022 0:00,1876.162189,2.6,4.7,79.6
3/22/2022 0:00,1874.972134,2.2,6.8,82.4
3/23/2022 0:00,1873.782079,2.8,0.5,85.2
3/24/2022 0:00,1872.592025,4.4,5.5,77.6
3/25/2022 0:00,1871.40197,3.6,4.9,51
3/26/2022 0:00,1870.211915,6.6,4.9,56.6
3/27/2022 0:00,1869.021861,4.4,3.3,49.6
3/28/2022 0:00,1867.831806,3.6,4.9,41.4
3/29/2022 0:00,1868.09144,2.4,6.9,34
3/30/2022 0:00,1868.351075,5.6,12.2,22.4
3/31/2022 0:00,1868.61071,2.6,12.1,54.8
4/1/2022 0:00,1868.870344,2.2,11.1,42.6
4/2/2022 0:00,1869.129979,3,14.9,28.4
4/3/2022 0:00,1869.389613,3,16.1,23.4
4/4/2022 0:00,1869.598103,4.6,16.6,22.4
4/5/2022 0:00,1869.806593,2.6,14.6,23.4
4/6/2022 0:00,1870.015083,3.8,15.1,24.6
4/7/2022 0:00,1870.223573,5.4,18.5,26.6
4/8/2022 0:00,1870.432063,4.4,15.4,31.2
4/9/2022 0:00,1870.640552,5.2,15.1,53
4/10/2022 0:00,1870.849042,2.6,10.8,55.6
4/11/2022 0:00,1871.057532,5.4,13.8,33.4
4/12/2022 0:00,1871.266022,8.2,17.5,22.2
4/13/2022 0:00,1871.474512,6.25,15.7,16.75
4/14/2022 0:00,1871.683002,5.2,13.7,14.2
4/15/2022 0:00,1871.891492,3.2,17.1,36.4
4/16/2022 0:00,1872.099982,4,10,49.6
4/17/2022 0:00,1872.308472,4.8,7.3,48
4/18/2022 0:00,1872.516962,1.8,9.5,34
4/19/2022 0:00,1872.725451,2.8,15.4,24
4/20/2022 0:00,1872.933941,4.6,19.2,25.6
4/21/2022 0:00,1873.142431,4.2,20,24.4
4/22/2022 0:00,1873.350921,1.8,15,21.4
4/23/2022 0:00,1873.559411,2.4,16.1,22.4
4/24/2022 0:00,1873.767901,1.6,15.8,29.4
4/25/2022 0:00,1873.976391,2.4,14.9,64.4
4/26/2022 0:00,1874.184881,1.8,12.4,81
4/27/2022 0:00,1874.393371,2.6,14.8,60.8
4/28/2022 0:00,1874.601861,3.4,15.3,52.2
4/29/2022 0:00,1874.81035,2.6,14.9,66.6
4/30/2022 0:00,1875.01884,2.6,13.9,66.6
5/1/2022 0:00,1875.22733,2.2,13.5,72.8
5/2/2022 0:00,1875.43582,2.8,13,75.6
5/3/2022 0:00,1875.64431,2.2,13.6,67.6
5/4/2022 0:00,1875.8528,1.8,14.9,55.8
5/5/2022 0:00,1876.06129,5.6,18,33.2
5/6/2022 0:00,1876.26978,5.8,17,36
5/7/2022 0:00,1876.47827,5.4,15.6,31.4
5/8/2022 0:00,1876.68676,3.4,11.4,41
5/9/2022 0:00,1876.895249,3.2,12.1,43.8
5/10/2022 0:00,1877.103739,4.6,11.4,41.2
5/11/2022 0:00,1877.312229,4.2,14.8,40.2
5/12/2022 0:00,1877.520719,3,12.2,34.4
5/13/2022 0:00,1877.729209,1.8,8.9,62.2
5/14/2022 0:00,1877.937699,2,12.4,41.8
5/15/2022 0:00,1878.597221,2.4,18.1,27
5/16/2022 0:00,1879.256743,7.8,21.3,25
5/17/2022 0:00,1879.916265,2.8,15.1,44.2
5/18/2022 0:00,1880.575788,1.8,16.5,38
5/19/2022 0:00,1881.23531,2.2,17,35.6
5/20/2022 0:00,1881.894832,6,18.7,26.2
5/21/2022 0:00,1882.554354,4.6,13.6,43
5/22/2022 0:00,1883.213876,2.8,15.8,24.8
5/23/2022 0:00,1883.873398,7,22.1,21.8
5/24/2022 0:00,1884.53292,3.8,17.1,33.6
5/25/2022 0:00,1885.192443,4.8,18.8,28.4
5/26/2022 0:00,1885.851965,4.4,13.8,43.8
5/27/2022 0:00,1886.511487,2,14.7,29.8
5/28/2022 0:00,1887.171009,2,16.1,22.4
5/29/2022 0:00,1887.830531,2.4,17.9,35.2
5/30/2022 0:00,1888.490053,2,18.3,33.6
5/31/2022 0:00,1889.149575,2,18.5,25.6
6/1/2022 0:00,1889.809097,1.8,21.3,25.2
6/2/2022 0:00,1890.46862,2.2,22.1,23.8
6/3/2022 0:00,1891.128142,2.6,21.2,25.2
6/4/2022 0:00,1891.787664,2.2,23.2,22
6/5/2022 0:00,1892.447186,3.6,24.9,24
6/6/2022 0:00,1893.106708,3.6,24.2,29
6/7/2022 0:00,1893.76623,4.2,23.5,28.6
6/8/2022 0:00,1894.425752,6,25.1,19
6/9/2022 0:00,1895.085275,3.8,22,19
6/10/2022 0:00,1895.744797,2.4,21.5,21
6/11/2022 0:00,1896.404319,3,21.1,36.4
6/12/2022 0:00,1897.063841,2.2,22.1,36
6/13/2022 0:00,1898.12493,3,24,22.8
6/14/2022 0:00,1899.186019,3.2,21.8,26
6/15/2022 0:00,1900.247109,3.8,22.3,18.4
6/16/2022 0:00,1901.308198,2.2,21,27.6
6/17/2022 0:00,1902.369287,2.4,22.1,24.2
6/18/2022 0:00,1893.476711,3.2,25.1,22.4
6/19/2022 0:00,1889.326215,3.2,24.8,35.4
6/20/2022 0:00,1884.043142,2.4,25.6,32
6/21/2022 0:00,1878.760069,3.8,26.8,22.8
6/22/2022 0:00,1881.782574,4.6,26.2,13
6/23/2022 0:00,1884.80508,2.8,22.9,22.4
6/24/2022 0:00,1887.827585,2.8,24.1,25.4
6/25/2022 0:00,1890.850091,2.6,23.8,20.8
6/26/2022 0:00,1893.872596,4.6,27.5,17.6
6/27/2022 0:00,1896.895102,2.4,23.6,18
6/28/2022 0:00,1899.917607,3.2,24.5,16.6
6/29/2022 0:00,1899.340579,3.2,23.9,18.4
6/30/2022 0:00,1898.763552,1.8,23.1,27.8
7/1/2022 0:00,1898.186524,1.6,24.5,29.8
7/2/2022 0:00,1897.609496,2.8,24.1,35.2
7/3/2022 0:00,1900.271854,5.8,19,50.6
7/4/2022 0:00,1901.343166,3.4,17.1,44.8
7/5/2022 0:00,1902.414477,2,19.4,41
7/6/2022 0:00,1903.485789,2.8,20.1,38
7/7/2022 0:00,1904.557101,4.6,23.4,33.4
7/8/2022 0:00,1905.628412,2.8,22.9,40.4
7/9/2022 0:00,1906.699724,3,24.8,32.8
7/10/2022 0:00,1907.771036,2.4,24.3,27.8
7/11/2022 0:00,1908.842348,3.8,27.4,20.4
7/12/2022 0:00,1909.913659,4.8,28.6,21.6
7/13/2022 0:00,1910.984971,4.4,27.7,21.2
7/14/2022 0:00,1912.056283,3.4,27.2,18.8
7/15/2022 0:00,1913.127594,2.8,24.1,24.2
7/16/2022 0:00,1914.198906,3,24.8,24.8
7/17/2022 0:00,1915.270218,3.6,27,20.4
7/18/2022 0:00,1916.341529,3.2,25.4,19.6
7/19/2022 0:00,1917.412841,3.4,26.8,19.4
7/20/2022 0:00,1913.892064,2.2,26.4,22.4
7/21/2022 0:00,1910.371288,3.4,28.1,20
7/22/2022 0:00,1906.850511,3.8,25.8,17.4
7/23/2022 0:00,1903.329735,3,24,34.2
7/24/2022 0:00,1899.808958,2.2,23,37.2
7/25/2022 0:00,1900.667117,2.2,21.8,44.2
7/26/2022 0:00,1901.525275,2.2,23.6,37
7/27/2022 0:00,1902.383434,2.8,25.5,32.8
7/28/2022 0:00,1903.241592,3.2,26.8,43.4
7/29/2022 0:00,1904.099751,2.2,26,46.8
7/30/2022 0:00,1904.95791,2.2,25.9,39
7/31/2022 0:00,1905.816068,2.4,26,30
8/1/2022 0:00,1906.674227,3.4,24.5,36
8/2/2022 0:00,1907.532386,3.4,27,23.4
8/3/2022 0:00,1908.390544,2.2,29.2,22.6
8/4/2022 0:00,1909.248703,2.4,27.8,28.2
8/5/2022 0:00,1910.106861,3,27,35
8/6/2022 0:00,1910.96502,3.4,29.3,26
8/7/2022 0:00,1911.823179,2.4,27.5,36
8/8/2022 0:00,1912.681337,2.8,26.3,34.8
8/9/2022 0:00,1913.539496,1.8,25,44
8/10/2022 0:00,1914.397655,2,25,42.2
8/11/2022 0:00,1915.255813,4.6,26.2,35.6
8/12/2022 0:00,1916.113972,4.4,28,26.6
8/13/2022 0:00,1916.97213,3.6,26.9,28.8
8/14/2022 0:00,1917.830289,3,29,19.2
8/15/2022 0:00,1918.688448,3.2,29.5,16.2
8/16/2022 0:00,1919.546606,2.2,29.9,16.4
8/17/2022 0:00,1920.404765,3.6,26.8,22.6
8/18/2022 0:00,1921.262924,2.6,22.8,14.6
8/19/2022 0:00,1922.121082,2.2,21.1,14.4
8/20/2022 0:00,1922.979241,3.2,21,17
8/21/2022 0:00,1923.837399,2.4,21,24.6
8/22/2022 0:00,1924.695558,1.6,22.9,34.2
8/23/2022 0:00,1925.553717,2.4,23.5,36.4
8/24/2022 0:00,1926.411875,1.8,20.1,33.4
8/25/2022 0:00,1927.270034,2,19.7,27.2
8/26/2022 0:00,1928.128193,2.6,22,22.8
8/27/2022 0:00,1928.986351,2.6,22.5,18.2
8/28/2022 0:00,1929.84451,2.4,20.1,16.4
8/29/2022 0:00,1930.702668,2,21.1,13
8/30/2022 0:00,1931.560827,1.8,22.7,18.4
8/31/2022 0:00,1933.774417,2.2,23.3,16.8
9/1/2022 0:00,1923.358769,2,23,15.2
9/2/2022 0:00,1912.943121,2.2,23.9,13.8
9/3/2022 0:00,1902.527473,3,22.7,16.2
9/4/2022 0:00,1892.111825,2.6,22.3,15.8
9/5/2022 0:00,1888.091929,2.6,25.2,16.6
9/6/2022 0:00,1894.907615,3.6,25.2,17.4
9/7/2022 0:00,1901.723301,5.4,25.2,24.6
9/8/2022 0:00,1908.538986,3.2,24.2,31.4
9/9/2022 0:00,1915.354672,3.2,22.1,27.8
9/10/2022 0:00,1922.170358,1.2,20.2,45.6
9/11/2022 0:00,1918.626906,1.6,20.1,46.2
9/12/2022 0:00,1915.083454,2.2,20.8,41.8
9/13/2022 0:00,1911.540003,4,24.5,20.2
9/14/2022 0:00,1907.996551,4.4,24.2,18.2
9/15/2022 0:00,1904.453099,2.2,19.4,35
9/16/2022 0:00,1898.0397,2.2,18.7,34.8
9/17/2022 0:00,1898.7244,2,19.2,27.8
9/18/2022 0:00,1899.4091,1.6,20.4,26.2
9/19/2022 0:00,1900.0938,2.8,23.9,20.8
9/20/2022 0:00,1900.7785,2.8,22.6,20.2
9/21/2022 0:00,1901.4632,3.2,22.6,22.4
9/22/2022 0:00,1902.1479,3,22.9,30
9/23/2022 0:00,1902.8326,4.4,21,30.6
9/24/2022 0:00,1903.5173,3.8,22.1,24
9/25/2022 0:00,1904.202,3.2,21.2,25.4
9/26/2022 0:00,1904.8867,2.4,18.3,50
9/27/2022 0:00,1902.886827,1.8,19.3,44
9/28/2022 0:00,1900.886954,2.6,20.8,21
9/29/2022 0:00,1898.88708,3,21,17.2
9/30/2022 0:00,1896.887207,2.4,21.5,18.8
10/1/2022 0:00,1905.182764,2.2,17.6,43.2
10/2/2022 0:00,1905.257613,1.6,17,39.4
10/3/2022 0:00,1905.332462,4,20.9,27.2
10/4/2022 0:00,1905.407311,2.8,18.8,20.6
10/5/2022 0:00,1905.482159,2,18.3,22.6
10/6/2022 0:00,1905.557008,2,19.3,20.4
10/7/2022 0:00,1905.631857,1.8,17.1,37.4
10/8/2022 0:00,1899.720951,2.4,17.6,39.4
10/9/2022 0:00,1893.810045,4,19.3,27.6
10/10/2022 0:00,1887.899139,5.2,20.9,19.6
10/11/2022 0:00,1881.988233,2.8,17.1,25.2
10/12/2022 0:00,1915.364751,1.6,13.2,40
10/13/2022 0:00,1913.363913,2,15.3,41.4
10/14/2022 0:00,1911.363076,2.4,15.4,29
10/15/2022 0:00,1909.362238,4,17.7,24
10/16/2022 0:00,1907.3614,2.6,19.3,22.2
10/17/2022 0:00,1905.360563,2,18.4,23.8
10/18/2022 0:00,1903.359725,2.4,13.9,53.6
10/19/2022 0:00,1902.70124,1.4,14.9,48.6
10/20/2022 0:00,1902.042754,4.4,18.4,33.8
10/21/2022 0:00,1901.384269,4,19.3,18.8
10/22/2022 0:00,1900.725783,3.6,15.3,63.8
10/23/2022 0:00,1900.067298,1.4,14.4,77.8
10/24/2022 0:00,1899.408813,4,12.1,67.4
10/25/2022 0:00,1898.750327,1.6,11.3,65.2
10/26/2022 0:00,1898.091842,1,12.4,60
10/27/2022 0:00,1897.433356,1.8,14.5,63.2
10/28/2022 0:00,1896.774871,2.8,15.8,53.2
10/29/2022 0:00,1896.116386,2,10.4,77.2
10/30/2022 0:00,1895.4579,1.6,10.6,66.8
10/31/2022 0:00,1894.799415,3.4,9.9,60.2
11/1/2022 0:00,1894.140929,4.2,13.7,45.4
11/2/2022 0:00,1893.482444,2.2,9.9,48.6
11/3/2022 0:00,1892.823958,3,8.8,45.6
11/4/2022 0:00,1892.165473,2,8.8,40.2
11/5/2022 0:00,1891.506988,2,9.6,41.6
11/6/2022 0:00,1890.848502,2.2,8.4,40.8
11/7/2022 0:00,1890.190017,1.4,6.6,56.4
11/8/2022 0:00,1889.531531,3.2,7.3,52.2
11/9/2022 0:00,1888.873046,3.2,8.6,44.6
11/10/2022 0:00,1888.214561,2.8,8,64.4
11/11/2022 0:00,1887.556075,2.6,9.1,74
11/12/2022 0:00,1886.89759,1.6,6.3,86.6
11/13/2022 0:00,1886.239104,1.8,5.3,76.4
11/14/2022 0:00,1885.580619,3,6.2,56
11/15/2022 0:00,1890.83906,1.8,7.4,52
11/16/2022 0:00,1896.097501,2.6,5.6,46.8
11/17/2022 0:00,1901.355942,3.4,8.4,77.4
11/18/2022 0:00,1906.614383,2.6,8.2,62.4
11/19/2022 0:00,1923.078364,2,7.2,59.2
11/20/2022 0:00,1922.16904,1.6,6.6,56
11/21/2022 0:00,1921.259716,3,7.7,50.2
11/22/2022 0:00,1920.350392,3.4,8.6,39.2
11/23/2022 0:00,1919.441068,2.8,10.2,42.4
11/24/2022 0:00,1918.531744,1.4,9.4,48
11/25/2022 0:00,1917.62242,4,9.9,48.6
11/26/2022 0:00,1916.713096,3.2,11.5,57.8
11/27/2022 0:00,1915.803773,4,8.4,64.4
11/28/2022 0:00,1914.894449,1,5.6,63.6
11/29/2022 0:00,1913.985125,1.8,6.9,57.4
11/30/2022 0:00,1913.075801,2.4,8.1,64.2
12/1/2022 0:00,1912.166477,2.4,6.2,84
12/2/2022 0:00,1911.257153,1.4,6.2,89.8
12/3/2022 0:00,1910.347829,2,5.9,81.2
12/4/2022 0:00,1909.438505,1.8,2.5,66.8
12/5/2022 0:00,1908.529181,1.6,0.7,62.8
12/6/2022 0:00,1907.619857,3.2,-0.5,77.4
12/7/2022 0:00,1906.710533,3.4,3.5,77.6
12/8/2022 0:00,1905.801209,2.4,2.2,81.4
12/9/2022 0:00,1904.891885,1,-1.4,89.4
12/10/2022 0:00,1903.982561,1.6,1.3,83.6
12/11/2022 0:00,1903.073237,1.4,1.1,78.6
12/12/2022 0:00,1902.163914,1.8,0.3,76.2
12/13/2022 0:00,1901.25459,5.2,5.7,67.2
12/14/2022 0:00,1900.345266,3.8,7.2,72
12/15/2022 0:00,1899.435942,2.8,6.6,70.8
12/16/2022 0:00,1898.526618,2.6,6.2,72
12/17/2022 0:00,1897.617294,1.4,5.9,72
12/18/2022 0:00,1896.70797,1.6,2.9,67.6
12/19/2022 0:00,1895.798646,2,4.7,58
12/20/2022 0:00,1895.631333,3,3.1,58.4
12/21/2022 0:00,1895.46402,3.4,3.1,63.6
12/22/2022 0:00,1895.296707,3,3.8,58
12/23/2022 0:00,1895.129393,3.4,4.9,54.2
12/24/2022 0:00,1894.96208,5.2,0.4,93.2
12/25/2022 0:00,1894.794767,0.8,1.3,84.2
12/26/2022 0:00,1894.627454,1.6,2.6,84.6
12/27/2022 0:00,1894.460141,1.6,-0.9,81.6
12/28/2022 0:00,1894.292828,2.2,-0.1,70.2
12/29/2022 0:00,1894.125514,1.8,0.8,61.2
12/30/2022 0:00,1893.958201,1.2,0.9,65.2
12/31/2022 0:00,1893.790888,1.8,1.1,66
1/1/2023 0:00,1893.623575,2,-1.3,68.6
1/2/2023 0:00,1893.456262,1.6,-0.5,58
1/3/2023 0:00,1893.288949,1.6,-1.2,57.2
1/4/2023 0:00,1893.121636,4,-1,62.2
1/5/2023 0:00,1892.954322,3.8,1.6,79.2
1/6/2023 0:00,1892.787009,2.6,3,76.8
1/7/2023 0:00,1892.619696,3,0.5,73.4
1/8/2023 0:00,1892.452383,3.8,1,73
1/9/2023 0:00,1892.28507,1.8,1.8,72.4
1/10/2023 0:00,1892.117757,3.2,-4.3,64.6
1/11/2023 0:00,1891.950443,1.8,-5.2,71.8
1/12/2023 0:00,1891.78313,3,-2.9,67.6
1/13/2023 0:00,1891.615817,3.4,-2.4,63
1/14/2023 0:00,1891.448504,3.8,-1.4,55.2
1/15/2023 0:00,1891.281191,3.6,-4,86.4
1/16/2023 0:00,1891.113878,2,-3.3,77.4
1/17/2023 0:00,1890.946565,1.4,-5.3,84.4
1/18/2023 0:00,1890.779251,1,-2.6,79.4
1/19/2023 0:00,1890.611938,1.2,-4.4,88.4
1/20/2023 0:00,1890.444625,2,-3.8,84.6
1/21/2023 0:00,1890.277312,1.6,-4.6,78.8
1/22/2023 0:00,1890.109999,2,-2.8,74.8
1/23/2023 0:00,1889.942686,1.4,-3.3,64.2
1/24/2023 0:00,1889.775372,1.2,-4.2,57.2
1/25/2023 0:00,1889.608059,1.4,-4.6,62.6
1/26/2023 0:00,1889.440746,2,-2.2,74.8
1/27/2023 0:00,1889.273433,3,-1.3,70.6
1/28/2023 0:00,1889.10612,3.8,-4.4,64
1/29/2023 0:00,1888.938807,1.8,-0.5,86.6
1/30/2023 0:00,1888.771493,2.2,2,73.6
1/31/2023 0:00,1888.60418,3,4,87.6
2/1/2023 0:00,1888.436867,3.4,2.4,69.2
2/2/2023 0:00,1888.269554,3,2.6,72.2
2/3/2023 0:00,1888.102241,6.2,-0.6,64.2
2/4/2023 0:00,1887.934928,2.2,-1.9,58.2
2/5/2023 0:00,1887.767615,3.8,-1.9,66.4
2/6/2023 0:00,1887.600301,3.6,3.2,52
2/7/2023 0:00,1887.432988,3.6,4.3,76.2
2/8/2023 0:00,1887.265675,3,1.4,76.8
2/9/2023 0:00,1887.098362,3.6,-0.6,53.4
2/10/2023 0:00,1886.931049,2.2,-4.7,57.4
2/11/2023 0:00,1886.763736,2.6,-5,58.4
2/12/2023 0:00,1886.596422,4,-2.5,86.2
2/13/2023 0:00,1886.429109,4,-3.5,70.2
2/14/2023 0:00,1886.261796,3,-2.9,58.2
2/15/2023 0:00,1886.094483,6.2,-0.5,59.2
2/16/2023 0:00,1885.92717,4.6,-1.5,61.4
2/17/2023 0:00,1885.759857,2.2,-5.2,50.8
2/18/2023 0:00,1885.592544,3.4,-3.2,38.4
2/19/2023 0:00,1885.42523,6.4,1.1,33.6
2/20/2023 0:00,1885.257917,4.6,3.8,44.2
2/21/2023 0:00,1885.090604,6.6,4.5,37
2/22/2023 0:00,1884.923291,7.6,5.7,39
2/23/2023 0:00,1884.755978,3.8,5.6,33.2
2/24/2023 0:00,1884.588665,3,4,51.6
2/25/2023 0:00,1884.421351,2,2.8,57.4
2/26/2023 0:00,1884.254038,3.8,6.3,59
2/27/2023 0:00,1884.086725,2.2,6.4,45
2/28/2023 0:00,1883.919412,2.2,6.6,46
3/1/2023 0:00,1883.628737,3.6,6,42.8
3/2/2023 0:00,1883.338062,4.6,7.8,36.4
3/3/2023 0:00,1883.047387,4.2,8.9,36.6
3/4/2023 0:00,1882.756713,5.6,12.7,39.8
3/5/2023 0:00,1882.466038,7.2,11.6,34.8
3/6/2023 0:00,1882.175363,6.4,15.2,28.4
3/7/2023 0:00,1881.884688,6.2,12,53.6
3/8/2023 0:00,1881.594013,2.6,7.8,63.4
3/9/2023 0:00,1881.303338,3.4,6.1,87
3/10/2023 0:00,1881.012664,3.2,7.8,61.6
3/11/2023 0:00,1880.721989,2.8,6.8,53.4
3/12/2023 0:00,1880.431314,4,9.9,41.6
3/13/2023 0:00,1880.140639,3.2,10.1,61.2
3/14/2023 0:00,1879.849964,2.6,12.3,61.6
3/15/2023 0:00,1879.559289,4,12.7,57.2
3/16/2023 0:00,1879.268615,4.8,8.8,60
3/17/2023 0:00,1878.97794,2.8,7.9,74.8
3/18/2023 0:00,1878.687265,2.4,8.6,54.6
3/19/2023 0:00,1878.39659,3.8,9.6,44.2
3/20/2023 0:00,1878.105915,2.4,9.6,69.6
